lineNo,url,direction,from,to
e11,https://tfl.gov.uk/bus/route/e11?direction=outbound,outbound,Clifton Road,The Common / Warwick Dene
e5,https://tfl.gov.uk/bus/route/e5?direction=outbound,outbound,Toplocks Estate / Glade Lane,Perivale Tesco
e6,https://tfl.gov.uk/bus/route/e6?direction=inbound,inbound,Bulls Bridge Tesco,Greenford Broadway
g1,https://tfl.gov.uk/bus/route/g1?direction=inbound,inbound,Shaftesbury Estate / Wickersley Road,Hermitage Lane
g1,https://tfl.gov.uk/bus/route/g1?direction=outbound,outbound,Hermitage Lane,Shaftesbury Estate / Wickersley Road
h3,https://tfl.gov.uk/bus/route/h3?direction=outbound,outbound,Golders Green Station,East Finchley / Hill Top
h14,https://tfl.gov.uk/bus/route/h14?direction=inbound,inbound,Northwick Park Hospital,St Thomas' Drive
h18,https://tfl.gov.uk/bus/route/h18?direction=outbound,outbound,Harrow Bus Station,Harrow Bus Station
h25,https://tfl.gov.uk/bus/route/h25?direction=outbound,outbound,Churchfields Avenue,Hatton Cross Station
h10,https://tfl.gov.uk/bus/route/h10?direction=outbound,outbound,St Mark's Hospital,Northwick Park Hospital Social Club
h2,https://tfl.gov.uk/bus/route/h2?direction=outbound,outbound,Golders Green Station,Golders Green Station
h20,https://tfl.gov.uk/bus/route/h20?direction=outbound,outbound,Civic Street,Twickenham Tesco
h13,https://tfl.gov.uk/bus/route/h13?direction=inbound,inbound,Ruislip Lido,St Vincent's Nursing Home
h12,https://tfl.gov.uk/bus/route/h12?direction=inbound,inbound,South Harrow Bus Station,Stanmore Station
h3,https://tfl.gov.uk/bus/route/h3?direction=inbound,inbound,East Finchley / Hill Top,Golders Green Station
h32,https://tfl.gov.uk/bus/route/h32?direction=outbound,outbound,School Road,Southall Town Hall
h17,https://tfl.gov.uk/bus/route/h17?direction=outbound,outbound,Harrow Bus Station,Wembley Central Station
h11,https://tfl.gov.uk/bus/route/h11?direction=inbound,inbound,Mount Vernon Hospital,Harrow Bus Station
h14,https://tfl.gov.uk/bus/route/h14?direction=outbound,outbound,St Thomas' Drive,Northwick Park Hospital
h22,https://tfl.gov.uk/bus/route/h22?direction=outbound,outbound,The Bell,West Middlesex Hospital
h17,https://tfl.gov.uk/bus/route/h17?direction=inbound,inbound,Wembley Central Station,Harrow Bus Station
h26,https://tfl.gov.uk/bus/route/h26?direction=outbound,outbound,Central Parade,Hatton Cross Station
h25,https://tfl.gov.uk/bus/route/h25?direction=inbound,inbound,Hatton Cross Station,Churchfields Avenue
h13,https://tfl.gov.uk/bus/route/h13?direction=outbound,outbound,St Vincent's Nursing Home,Ruislip Lido
h12,https://tfl.gov.uk/bus/route/h12?direction=outbound,outbound,Stanmore Station,South Harrow Bus Station
h26,https://tfl.gov.uk/bus/route/h26?direction=inbound,inbound,Hatton Cross Station,Central Parade
h28,https://tfl.gov.uk/bus/route/h28?direction=inbound,inbound,Tesco Osterley,Bulls Bridge Tesco
h11,https://tfl.gov.uk/bus/route/h11?direction=outbound,outbound,Harrow Bus Station,Mount Vernon Hospital
h28,https://tfl.gov.uk/bus/route/h28?direction=outbound,outbound,Bulls Bridge Tesco,Tesco Osterley
h22,https://tfl.gov.uk/bus/route/h22?direction=inbound,inbound,West Middlesex Hospital,Bell Corner / Hounslow Civic Centre
h32,https://tfl.gov.uk/bus/route/h32?direction=inbound,inbound,Southall Broadway,Hounslow Bus Station
h20,https://tfl.gov.uk/bus/route/h20?direction=inbound,inbound,Twickenham Tesco,Civic Street
h9,https://tfl.gov.uk/bus/route/h9?direction=outbound,outbound,St Mark's Hospital,Northwick Park Hospital Social Club
h19,https://tfl.gov.uk/bus/route/h19?direction=outbound,outbound,Harrow Bus Station,Kymberley Road
h37,https://tfl.gov.uk/bus/route/h37?direction=inbound,inbound,Manor Circus,Hounslow / Blenheim Centre
h37,https://tfl.gov.uk/bus/route/h37?direction=outbound,outbound,Hounslow / Blenheim Centre,Manor Road
h91,https://tfl.gov.uk/bus/route/h91?direction=outbound,outbound,Hounslow West Station,Hammersmith Bus Station
h91,https://tfl.gov.uk/bus/route/h91?direction=inbound,inbound,Hammersmith Bus Station,Hounslow West Station
h98,https://tfl.gov.uk/bus/route/h98?direction=inbound,inbound,Wood End Green Road,Hounslow Bus Station
h98,https://tfl.gov.uk/bus/route/h98?direction=outbound,outbound,School Road,Wood End Green Road
k5,https://tfl.gov.uk/bus/route/k5?direction=outbound,outbound,Dysart Avenue,Morden Station
k2,https://tfl.gov.uk/bus/route/k2?direction=outbound,outbound,Kingston Hospital,Hook Parade
k4,https://tfl.gov.uk/bus/route/k4?direction=outbound,outbound,Kingston Hospital,Ripon Gardens
k3,https://tfl.gov.uk/bus/route/k3?direction=outbound,outbound,Roehampton Vale / Asda,Esher High Street
k4,https://tfl.gov.uk/bus/route/k4?direction=inbound,inbound,Ripon Gardens,Kingston Hospital
k3,https://tfl.gov.uk/bus/route/k3?direction=inbound,inbound,Trinity School,Roehampton Vale / Asda
k1,https://tfl.gov.uk/bus/route/k1?direction=outbound,outbound,New Malden Station,Eden Street
k1,https://tfl.gov.uk/bus/route/k1?direction=inbound,inbound,Eden Street,Thornhill Road
k2,https://tfl.gov.uk/bus/route/k2?direction=inbound,inbound,Hook Parade,Kingston Hospital
k5,https://tfl.gov.uk/bus/route/k5?direction=inbound,inbound,Morden Station,Beaufort Road
n2,https://tfl.gov.uk/bus/route/n2?direction=outbound,outbound,Crystal Palace Bus Station,Marylebone Station
n5,https://tfl.gov.uk/bus/route/n5?direction=outbound,outbound,Edgware Bus Station,Whitehall / Trafalgar Square
n9,https://tfl.gov.uk/bus/route/n9?direction=outbound,outbound,Aldwych / Bush House,Heathrow Terminal 5
n3,https://tfl.gov.uk/bus/route/n3?direction=inbound,inbound,Bromley North Station,Margaret Street / Oxford Circus
n7,https://tfl.gov.uk/bus/route/n7?direction=outbound,outbound,Northolt Station,Oxford Circus Station / John Lewis
n7,https://tfl.gov.uk/bus/route/n7?direction=inbound,inbound,Oxford Street / John Lewis,Northolt Station
n9,https://tfl.gov.uk/bus/route/n9?direction=inbound,inbound,Heathrow Terminal 5,Aldwych / Drury Lane
n3,https://tfl.gov.uk/bus/route/n3?direction=outbound,outbound,Oxford Circus Stn / Margaret Street,Bromley North Station
n8,https://tfl.gov.uk/bus/route/n8?direction=inbound,inbound,Holles Street,The Lowe
n8,https://tfl.gov.uk/bus/route/n8?direction=outbound,outbound,The Lowe,Great Titchfield St / Oxford Circus Stn
n11,https://tfl.gov.uk/bus/route/n11?direction=outbound,outbound,Ealing Broadway Station,Horse Guards Parade
n11,https://tfl.gov.uk/bus/route/n11?direction=inbound,inbound,Whitehall / Trafalgar Square,Ealing Broadway Station / Haven Green
n5,https://tfl.gov.uk/bus/route/n5?direction=inbound,inbound,Trafalgar Sq / Charing Cross Stn,Edgware Station
n1,https://tfl.gov.uk/bus/route/n1?direction=inbound,inbound,Titmuss Avenue,Tottenham Court Road
n15,https://tfl.gov.uk/bus/route/n15?direction=outbound,outbound,Romford Market,Margaret Street / Oxford Circus
n1,https://tfl.gov.uk/bus/route/n1?direction=outbound,outbound,New Oxford Street,Titmuss Avenue
n2,https://tfl.gov.uk/bus/route/n2?direction=inbound,inbound,Marylebone Station,Crystal Palace Parade
n15,https://tfl.gov.uk/bus/route/n15?direction=inbound,inbound,Oxford Circus Stn / Margaret Street,Romford Market
n18,https://tfl.gov.uk/bus/route/n18?direction=outbound,outbound,Harrow Weald Bus Garage,Whitehall / Trafalgar Square
n18,https://tfl.gov.uk/bus/route/n18?direction=inbound,inbound,Trafalgar Square,Long Elmes
n19,https://tfl.gov.uk/bus/route/n19?direction=outbound,outbound,Finsbury Park Interchange,Clapham Junction Station
n19,https://tfl.gov.uk/bus/route/n19?direction=inbound,inbound,Clapham Junction Station,Finsbury Park Interchange
n20,https://tfl.gov.uk/bus/route/n20?direction=outbound,outbound,Barnet Hospital,Barnet Hospital / Queens Road
n21,https://tfl.gov.uk/bus/route/n21?direction=outbound,outbound,Bexleyheath Clock Tower,Charing Cross Station
n22,https://tfl.gov.uk/bus/route/n22?direction=outbound,outbound,South Road / Fulwell,Margaret Street / Oxford Circus
n22,https://tfl.gov.uk/bus/route/n22?direction=inbound,inbound,Oxford Circus Stn / Margaret Street,South Road / Fulwell
n25,https://tfl.gov.uk/bus/route/n25?direction=outbound,outbound,Hainault Street,Great Titchfield St / Oxford Circus Stn
n25,https://tfl.gov.uk/bus/route/n25?direction=inbound,inbound,Holles Street,Hainault Street
n26,https://tfl.gov.uk/bus/route/n26?direction=outbound,outbound,Victoria Station,Chingford Station
n21,https://tfl.gov.uk/bus/route/n21?direction=inbound,inbound,Trafalgar Square / Charing Cross Stn,Geddes Place
n20,https://tfl.gov.uk/bus/route/n20?direction=inbound,inbound,Trafalgar Sq / Charing Cross Stn,Barnet Hospital / Queens Road
n26,https://tfl.gov.uk/bus/route/n26?direction=inbound,inbound,Chingford Station,Westminster Cathedral / Victoria Stn
n27,https://tfl.gov.uk/bus/route/n27?direction=outbound,outbound,Hammersmith Bus Station,Hartland Road / Camden Market
n27,https://tfl.gov.uk/bus/route/n27?direction=inbound,inbound,Stables Market,Hammersmith Bus Station
n28,https://tfl.gov.uk/bus/route/n28?direction=inbound,inbound,Mapleton Road,Camden Town Station
n29,https://tfl.gov.uk/bus/route/n29?direction=inbound,inbound,Trafalgar Sq / Charing Cross Stn,Little Park Gardens
n29,https://tfl.gov.uk/bus/route/n29?direction=outbound,outbound,Little Park Gardens,Trafalgar Square / Charing Cross Stn
n28,https://tfl.gov.uk/bus/route/n28?direction=outbound,outbound,Bayham Street,Mapleton Crescent
n31,https://tfl.gov.uk/bus/route/n31?direction=outbound,outbound,Bayham Street,Clapham Junction Station
n31,https://tfl.gov.uk/bus/route/n31?direction=inbound,inbound,Clapham Junction Station,Camden Town Station
n32,https://tfl.gov.uk/bus/route/n32?direction=outbound,outbound,Edgware Bus Station,Victoria Station
n32,https://tfl.gov.uk/bus/route/n32?direction=inbound,inbound,Victoria Station,Edgware Station
n33,https://tfl.gov.uk/bus/route/n33?direction=outbound,outbound,Fulwell Station,Hammersmith Bus Station
n38,https://tfl.gov.uk/bus/route/n38?direction=outbound,outbound,Walthamstow Bus Station,Victoria Bus Station
n38,https://tfl.gov.uk/bus/route/n38?direction=inbound,inbound,Victoria Bus Station,Walthamstow Bus Station
n41,https://tfl.gov.uk/bus/route/n41?direction=outbound,outbound,Trafalgar Sq / Charing Cross Stn,Tottenham Hale Bus Station
n41,https://tfl.gov.uk/bus/route/n41?direction=inbound,inbound,Tottenham Hale Bus Station,Trafalgar Square / Charing Cross Stn
n33,https://tfl.gov.uk/bus/route/n33?direction=inbound,inbound,Hammersmith Bus Station,Fulwell Station
n44,https://tfl.gov.uk/bus/route/n44?direction=outbound,outbound,Aldwych / Bush House,Sutton Station / the Quadrant
n44,https://tfl.gov.uk/bus/route/n44?direction=inbound,inbound,Sutton Station / the Quadrant,Aldwych / Drury Lane
n53,https://tfl.gov.uk/bus/route/n53?direction=inbound,inbound,Whitehall / Horseguards Avenue,Griffin Road / Plumstead Station
n53,https://tfl.gov.uk/bus/route/n53?direction=outbound,outbound,Orchard Road / Griffin Road,Horse Guards Parade
n55,https://tfl.gov.uk/bus/route/n55?direction=outbound,outbound,St Thomas of Canterbury Church,Great Titchfield St / Oxford Circus Stn
n55,https://tfl.gov.uk/bus/route/n55?direction=inbound,inbound,Holles Street,St Thomas of Canterbury Church
n63,https://tfl.gov.uk/bus/route/n63?direction=inbound,inbound,St Pancras International Station,Crystal Palace Parade / College Road
n63,https://tfl.gov.uk/bus/route/n63?direction=outbound,outbound,Crystal Palace Parade,King's Cross Station / York Way
n65,https://tfl.gov.uk/bus/route/n65?direction=outbound,outbound,Chessington World of Adventures,Ealing Broadway Station
n65,https://tfl.gov.uk/bus/route/n65?direction=inbound,inbound,Ealing Broadway Station,Chessington World of Adventures
n68,https://tfl.gov.uk/bus/route/n68?direction=outbound,outbound,Old Coulsdon / Tudor Rose,St Giles High Street
n73,https://tfl.gov.uk/bus/route/n73?direction=outbound,outbound,Holles Street,Walthamstow Bus Station
n72,https://tfl.gov.uk/bus/route/n72?direction=inbound,inbound,Norley Vale,Brunel Road
n72,https://tfl.gov.uk/bus/route/n72?direction=outbound,outbound,Brunel Road,Norley Vale
n73,https://tfl.gov.uk/bus/route/n73?direction=inbound,inbound,Walthamstow Bus Station,Great Titchfield St / Oxford Circus Stn
n74,https://tfl.gov.uk/bus/route/n74?direction=outbound,outbound,Danebury Avenue / Minstead Gardens,Baker Street Station
n68,https://tfl.gov.uk/bus/route/n68?direction=inbound,inbound,New Oxford Street,Old Coulsdon / Tudor Rose
n74,https://tfl.gov.uk/bus/route/n74?direction=inbound,inbound,Baker Street Station,Minstead Gardens
n83,https://tfl.gov.uk/bus/route/n83?direction=outbound,outbound,Golders Green Station,Ealing Hospital
n83,https://tfl.gov.uk/bus/route/n83?direction=inbound,inbound,Ealing Hospital,Golders Green Station
n86,https://tfl.gov.uk/bus/route/n86?direction=outbound,outbound,Stratford Bus Station,Dagnam Park Square
n86,https://tfl.gov.uk/bus/route/n86?direction=inbound,inbound,Dagnam Park Square,Stratford Bus Station
n87,https://tfl.gov.uk/bus/route/n87?direction=outbound,outbound,Fairfield Bus Station,Aldwych / Drury Lane
n89,https://tfl.gov.uk/bus/route/n89?direction=outbound,outbound,Trafalgar Square / Charing Cross Stn,Erith Town Centre / Riverside
n87,https://tfl.gov.uk/bus/route/n87?direction=inbound,inbound,Aldwych / Bush House,Fairfield Bus Station
n98,https://tfl.gov.uk/bus/route/n98?direction=inbound,inbound,Red Lion Square,Stanmore Station
n98,https://tfl.gov.uk/bus/route/n98?direction=outbound,outbound,Stanmore Station,Red Lion Square
n97,https://tfl.gov.uk/bus/route/n97?direction=inbound,inbound,Northumberland Avenue / Trafalgar Square,Hammersmith Bus Station
n91,https://tfl.gov.uk/bus/route/n91?direction=outbound,outbound,Cockfosters Station,Whitehall / Trafalgar Square
n97,https://tfl.gov.uk/bus/route/n97?direction=outbound,outbound,Hammersmith Bus Station,Whitehall / Trafalgar Square
n91,https://tfl.gov.uk/bus/route/n91?direction=inbound,inbound,Northumberland Avenue / Trafalgar Square,Cockfosters Station
n89,https://tfl.gov.uk/bus/route/n89?direction=inbound,inbound,Erith Town Centre / Cross Street,Charing Cross Station
p4,https://tfl.gov.uk/bus/route/p4?direction=inbound,inbound,Brixton Station,Lewisham Station
p5,https://tfl.gov.uk/bus/route/p5?direction=inbound,inbound,Patmore Estate / Drury House,Elephant & Castle / Newington Causeway
p4,https://tfl.gov.uk/bus/route/p4?direction=outbound,outbound,Lewisham Station,Brixton Station
p5,https://tfl.gov.uk/bus/route/p5?direction=outbound,outbound,Elephant & Castle / Newington Causeway,Patmore Estate / Drury House
p12,https://tfl.gov.uk/bus/route/p12?direction=inbound,inbound,Brockley Rise / Chandos,Surrey Quays Shopping Centre
p12,https://tfl.gov.uk/bus/route/p12?direction=outbound,outbound,Surrey Quays Shopping Centre,Brockley Rise / Chandos
p13,https://tfl.gov.uk/bus/route/p13?direction=inbound,inbound,New Cross Sainsbury's,St Leonard's Church
p13,https://tfl.gov.uk/bus/route/p13?direction=outbound,outbound,Streatham Station,New Cross Sainsbury's
r1,https://tfl.gov.uk/bus/route/r1?direction=outbound,outbound,Grovelands Road,High Street / Worlds End Lane
r2,https://tfl.gov.uk/bus/route/r2?direction=inbound,inbound,East Hill,Orpington Police Station
r1,https://tfl.gov.uk/bus/route/r1?direction=inbound,inbound,High Street / Green Street Green,Grovelands Road
r2,https://tfl.gov.uk/bus/route/r2?direction=outbound,outbound,Orpington Police Station,East Hill
r3,https://tfl.gov.uk/bus/route/r3?direction=outbound,outbound,Princess Royal University Hospital,Orpington Station
r3,https://tfl.gov.uk/bus/route/r3?direction=inbound,inbound,Orpington Bus Station,Princess Royal University Hospital
r5,https://tfl.gov.uk/bus/route/r5?direction=outbound,outbound,Orpington Bus Station,High Street / Green Street Green
r4,https://tfl.gov.uk/bus/route/r4?direction=inbound,inbound,Princess Royal University Hospital,Augustine Road
r6,https://tfl.gov.uk/bus/route/r6?direction=outbound,outbound,Orpington Bus Station,St Mary Cray / Station Approach
r8,https://tfl.gov.uk/bus/route/r8?direction=outbound,outbound,Orpington Bus Station,Lebanon Gardens
r6,https://tfl.gov.uk/bus/route/r6?direction=inbound,inbound,St Mary Cray / Station Approach,Orpington Station
r8,https://tfl.gov.uk/bus/route/r8?direction=inbound,inbound,Lebanon Gardens,Orpington Station
r7,https://tfl.gov.uk/bus/route/r7?direction=inbound,inbound,Chislehurst Sainsbury's,Chelsfield Village / Five Bells
r5,https://tfl.gov.uk/bus/route/r5?direction=inbound,inbound,High Street / Green Street Green,Orpington Station
r4,https://tfl.gov.uk/bus/route/r4?direction=outbound,outbound,Augustine Road,Princess Royal University Hospital
r9,https://tfl.gov.uk/bus/route/r9?direction=outbound,outbound,Orpington Bus Station,High Street / Orpington War Memorial
r9,https://tfl.gov.uk/bus/route/r9?direction=inbound,inbound,Tintagel Road / Gillmans Road,Orpington / Walnuts Centre
r7,https://tfl.gov.uk/bus/route/r7?direction=outbound,outbound,Chelsfield Village / Five Bells,Chislehurst Sainsbury's
r11,https://tfl.gov.uk/bus/route/r11?direction=outbound,outbound,Sidcup / Queen Mary's Hospital,High Street / Worlds End Lane
r10,https://tfl.gov.uk/bus/route/r10?direction=inbound,inbound,High Street / Green Street Green,Orpington Station
r10,https://tfl.gov.uk/bus/route/r10?direction=outbound,outbound,Orpington Bus Station,High Street / Green Street Green
r11,https://tfl.gov.uk/bus/route/r11?direction=inbound,inbound,High Street / Green Street Green,Sidcup / Queen Mary's Hospital
r68,https://tfl.gov.uk/bus/route/r68?direction=inbound,inbound,Hampton Court Station,Kew Retail Park
r68,https://tfl.gov.uk/bus/route/r68?direction=outbound,outbound,Kew Retail Park,Hampton Court Station
r70,https://tfl.gov.uk/bus/route/r70?direction=inbound,inbound,Manor Road / Sainsbury's,Nurserylands Shopping Centre
r70,https://tfl.gov.uk/bus/route/r70?direction=outbound,outbound,Nurserylands Shopping Centre,Richmond / Manor Road
s2,https://tfl.gov.uk/bus/route/s2?direction=outbound,outbound,Epsom Clock Tower,St Helier Station
s3,https://tfl.gov.uk/bus/route/s3?direction=inbound,inbound,Malden Manor Station,Belmont Station
s4,https://tfl.gov.uk/bus/route/s4?direction=inbound,inbound,Sutton / Marshall's Road,Waddon Marsh Sainsbury's
s2,https://tfl.gov.uk/bus/route/s2?direction=inbound,inbound,St Helier Station,Epsom High Street
s3,https://tfl.gov.uk/bus/route/s3?direction=outbound,outbound,Belmont Station,Malden Manor Station
s1,https://tfl.gov.uk/bus/route/s1?direction=inbound,inbound,Victoria Road / Lavender Fields,Banstead / Marks & Spencer
s1,https://tfl.gov.uk/bus/route/s1?direction=outbound,outbound,Banstead / Marks & Spencer,Victoria Road / Lavender Fields
s4,https://tfl.gov.uk/bus/route/s4?direction=outbound,outbound,Waddon Marsh Sainsbury's,Sutton / Marshall's Road
u3,https://tfl.gov.uk/bus/route/u3?direction=inbound,inbound,Heathrow Central Bus Station,Belmont Road
u2,https://tfl.gov.uk/bus/route/u2?direction=inbound,inbound,Uxbridge Station,Brunel University
u3,https://tfl.gov.uk/bus/route/u3?direction=outbound,outbound,Uxbridge Station,Heathrow Central Bus Station
u2,https://tfl.gov.uk/bus/route/u2?direction=outbound,outbound,Brunel University,Ryefield Avenue / Berkeley Road
u4,https://tfl.gov.uk/bus/route/u4?direction=outbound,outbound,Prologis Park,Belmont Road
u5,https://tfl.gov.uk/bus/route/u5?direction=inbound,inbound,Clarendon Road,York Road
u7,https://tfl.gov.uk/bus/route/u7?direction=outbound,outbound,Uxbridge Station,Lombardy Retail Park
u1,https://tfl.gov.uk/bus/route/u1?direction=outbound,outbound,Ruislip Station,West Drayton Station
u7,https://tfl.gov.uk/bus/route/u7?direction=inbound,inbound,Lombardy Retail Park,Belmont Road
u9,https://tfl.gov.uk/bus/route/u9?direction=inbound,inbound,Harefield Hospital,Belmont Road
u10,https://tfl.gov.uk/bus/route/u10?direction=inbound,inbound,Glenhurst Avenue,Belmont Road
u10,https://tfl.gov.uk/bus/route/u10?direction=outbound,outbound,Uxbridge Station,Glenhurst Avenue
u1,https://tfl.gov.uk/bus/route/u1?direction=inbound,inbound,West Drayton Station,Ruislip Station
u9,https://tfl.gov.uk/bus/route/u9?direction=outbound,outbound,Uxbridge Station,Harefield Hospital
u5,https://tfl.gov.uk/bus/route/u5?direction=outbound,outbound,York Road,Blyth Road
u4,https://tfl.gov.uk/bus/route/u4?direction=inbound,inbound,Uxbridge Station,Prologis Park
w4,https://tfl.gov.uk/bus/route/w4?direction=outbound,outbound,Ulster Gardens,Ferry Lane Primary School
w4,https://tfl.gov.uk/bus/route/w4?direction=inbound,inbound,Ferry Lane Primary School,Mitchell Road
w3,https://tfl.gov.uk/bus/route/w3?direction=outbound,outbound,Northumberland Park,Finsbury Park Station
w5,https://tfl.gov.uk/bus/route/w5?direction=inbound,inbound,Harringay Sainsbury's,Archway Station
w5,https://tfl.gov.uk/bus/route/w5?direction=outbound,outbound,Archway Station,Harringay Sainsbury's
w6,https://tfl.gov.uk/bus/route/w6?direction=outbound,outbound,Southgate Station,Edmonton Green Bus Station
w6,https://tfl.gov.uk/bus/route/w6?direction=inbound,inbound,Edmonton Green Bus Station,Southgate Station
w3,https://tfl.gov.uk/bus/route/w3?direction=inbound,inbound,Finsbury Park Station,Northumberland Park Bus Stand
w11,https://tfl.gov.uk/bus/route/w11?direction=outbound,outbound,Chingford Hall Estate,Walthamstow Bus Station
w7,https://tfl.gov.uk/bus/route/w7?direction=inbound,inbound,Finsbury Park Station,Muswell Hill Broadway
w9,https://tfl.gov.uk/bus/route/w9?direction=inbound,inbound,Southgate Station,Chase Farm Hospital / Main Entrance
w9,https://tfl.gov.uk/bus/route/w9?direction=outbound,outbound,Chase Farm Hospital / Main Entrance,Southgate Station
w7,https://tfl.gov.uk/bus/route/w7?direction=outbound,outbound,Muswell Hill Broadway,Finsbury Park Station
w8,https://tfl.gov.uk/bus/route/w8?direction=outbound,outbound,Chase Farm Hospital / Main Entrance,Picketts Lock Centre
w11,https://tfl.gov.uk/bus/route/w11?direction=inbound,inbound,Walthamstow Bus Station,Chingford Hall Estate
w12,https://tfl.gov.uk/bus/route/w12?direction=inbound,inbound,Cross Road,Rensburg Road
w12,https://tfl.gov.uk/bus/route/w12?direction=outbound,outbound,Rensburg Road,Cross Road
w8,https://tfl.gov.uk/bus/route/w8?direction=inbound,inbound,Picketts Lock Centre,Chase Farm Hospital / Main Entrance
w13,https://tfl.gov.uk/bus/route/w13?direction=outbound,outbound,Leytonstone Station,St Thomas of Canterbury Church
w13,https://tfl.gov.uk/bus/route/w13?direction=inbound,inbound,St Thomas of Canterbury Church,Leytonstone Station
w14,https://tfl.gov.uk/bus/route/w14?direction=outbound,outbound,Cross Road,Leyton Mills
w14,https://tfl.gov.uk/bus/route/w14?direction=inbound,inbound,Leyton Mills,Cross Road
w15,https://tfl.gov.uk/bus/route/w15?direction=outbound,outbound,William Morris School,Hackney Town Hall
w16,https://tfl.gov.uk/bus/route/w16?direction=outbound,outbound,Chingford Mount,Leytonstone Station / Grove Green Road
w16,https://tfl.gov.uk/bus/route/w16?direction=inbound,inbound,Leytonstone Stn / Grove Green Road,Chingford Mount
w15,https://tfl.gov.uk/bus/route/w15?direction=inbound,inbound,Morning Lane / Trelawney Estate,Higham Hill / Cogan Avenue
w19,https://tfl.gov.uk/bus/route/w19?direction=outbound,outbound,Staffa Road,Hainault Street
w19,https://tfl.gov.uk/bus/route/w19?direction=inbound,inbound,Hainault Street,Argall Avenue Industrial Estate
sl6,https://tfl.gov.uk/bus/route/sl6?direction=outbound,outbound,West Croydon Bus Station,Russell Square
el3,https://tfl.gov.uk/bus/route/el3?direction=inbound,inbound,Northgate Road,Rivergate Centre
sl1,https://tfl.gov.uk/bus/route/sl1?direction=outbound,outbound,North Finchley Bus Station,Walthamstow Bus Station
el2,https://tfl.gov.uk/bus/route/el2?direction=outbound,outbound,Becontree Heath Leisure Centre,Dagenham Dock Terminus
sl3,https://tfl.gov.uk/bus/route/sl3?direction=outbound,outbound,Thamesmead Town Centre,Bromley North Station
sl3,https://tfl.gov.uk/bus/route/sl3?direction=inbound,inbound,Bromley North Station,Thamesmead Town Centre
sl2,https://tfl.gov.uk/bus/route/sl2?direction=outbound,outbound,Walthamstow Bus Station,North Woolwich Ferry
sl1,https://tfl.gov.uk/bus/route/sl1?direction=inbound,inbound,Walthamstow Bus Station,North Finchley Bus Station
sl5,https://tfl.gov.uk/bus/route/sl5?direction=inbound,inbound,Croydon Library,Bromley North Station
el2,https://tfl.gov.uk/bus/route/el2?direction=inbound,inbound,Dagenham Dock Terminus,Becontree Heath Leisure Centre
el1,https://tfl.gov.uk/bus/route/el1?direction=inbound,inbound,Northgate Road,Ilford Hill
sl2,https://tfl.gov.uk/bus/route/sl2?direction=inbound,inbound,North Woolwich Ferry,Walthamstow Central Station
sl5,https://tfl.gov.uk/bus/route/sl5?direction=outbound,outbound,Bromley North Station,Park Street
el1,https://tfl.gov.uk/bus/route/el1?direction=outbound,outbound,Ilford Hill,Northgate Road
sl7,https://tfl.gov.uk/bus/route/sl7?direction=inbound,inbound,Heathrow Central Bus Station,West Croydon Bus Station
el3,https://tfl.gov.uk/bus/route/el3?direction=outbound,outbound,Chadwell Heath Lane,Northgate Road
sl7,https://tfl.gov.uk/bus/route/sl7?direction=outbound,outbound,West Croydon Bus Station,Heathrow Central Bus Station
sl6,https://tfl.gov.uk/bus/route/sl6?direction=inbound,inbound,.Russell Square,West Croydon Bus Station
sl10,https://tfl.gov.uk/bus/route/sl10?direction=inbound,inbound,Harrow Bus Station,North Finchley Bus Station
sl9,https://tfl.gov.uk/bus/route/sl9?direction=outbound,outbound,Heathrow Central Bus Station,Harrow Bus Station
sl8,https://tfl.gov.uk/bus/route/sl8?direction=outbound,outbound,Uxbridge Station,White City Bus Station
sl9,https://tfl.gov.uk/bus/route/sl9?direction=inbound,inbound,Harrow Bus Station,Heathrow Central Bus Station
sl8,https://tfl.gov.uk/bus/route/sl8?direction=inbound,inbound,White City Bus Station,Belmont Road
sl10,https://tfl.gov.uk/bus/route/sl10?direction=outbound,outbound,North Finchley High Road,Harrow Bus Station
